Gene Name,Gene Symbol,Entrez Gene ID,Classification
"ATPase, Ca++ transporting, type 2C, member 2",ATP2C2,9914,Ion Transport
"ATPase, Mg++ transporting",ATP3,494,Ion Transport
"ATPase, H+/K+ exchanging, gastric, alpha polypeptide",ATP4A,495,Ion Transport
"ATPase, H+/K+ exchanging, beta polypeptide",ATP4B,496,Ion Transport
"ATPase, Cu++ transporting, alpha polypeptide",ATP7A,538,Ion Transport
"ATPase, Cu++ transporting, beta polypeptide",ATP7B,540,Ion Transport
Bestrophin 1,BEST1,7439,Ion Transport
Bestrophin 2,BEST2,54831,Ion Transport
Bestrophin 3,BEST3,144453,Ion Transport
Bestrophin 4,BEST4,266675,Ion Transport
"Bartter syndrome, infantile, with sensorineural deafness (Barttin)",BSND,7809,Ion Transport
Chromosome 14 open reading frame 68,C14orf68,283600,Ion Transport
Chromosome 20 open reading frame 59,C20orf59,63910,Ion Transport
Chromosome 6 open reading frame 192,C6orf192,116843,Ion Transport
"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",CACNA1A,773,Ion Transport
"calcium channel, voltage-dependent, N type, alpha 1B subunit",CACNA1B,774,Ion Transport
"calcium channel, voltage-dependent, L type, alpha 1C subunit",CACNA1C,775,Ion Transport
"calcium channel, voltage-dependent, L type, alpha 1D subunit",CACNA1D,776,Ion Transport
"calcium channel, voltage-dependent, R type, alpha 1E subunit",CACNA1E,777,Ion Transport
"calcium channel, voltage-dependent, alpha 1F subunit",CACNA1F,778,Ion Transport
"calcium channel, voltage-dependent, T type, alpha 1G subunit",CACNA1G,8913,Ion Transport
"calcium channel, voltage-dependent, T type, alpha 1H subunit",CACNA1H,8912,Ion Transport
"calcium channel, voltage-dependent, T type, alpha 1I subunit",CACNA1I,8911,Ion Transport
"calcium channel, voltage-dependent, L type, alpha 1S subunit",CACNA1S,779,Ion Transport
"calcium channel, voltage-dependent, alpha2/delta subunit 1",CACNA2D1,781,Ion Transport
"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,9254,Ion Transport
"calcium channel, voltage-dependent, alpha2/delta subunit 3",CACNA2D3,55799,Ion Transport
"calcium channel, voltage-dependent, alpha 2/delta subunit 4",CACNA2D4,93589,Ion Transport
"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,782,Ion Transport
"calcium channel, voltage-dependent, beta 2 subunit",CACNB2,783,Ion Transport
"calcium channel, voltage-dependent, beta 3 subunit",CACNB3,784,Ion Transport
"calcium channel, voltage-dependent, beta 4 subunit",CACNB4,785,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 1",CACNG1,786,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 2",CACNG2,10369,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 3",CACNG3,10368,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 4",CACNG4,27092,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 5",CACNG5,27091,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 6",CACNG6,59285,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 7",CACNG7,59284,Ion Transport
"calcium channel, voltage-dependent, gamma subunit 8",CACNG8,59283,Ion Transport
"cation channel, sperm associated 1",CATSPER1,117144,Ion Transport
"cation channel, sperm associated 2",CATSPER2,117155,Ion Transport
"cation channel, sperm associated 3",CATSPER3,347732,Ion Transport
"cation channel, sperm-associated, beta",CATSPERB,79820,Ion Transport
"Cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",CFTR,1080,Ion Transport
"Cholinergic receptor, nicotinic, alpha 1 (muscle)",CHRNA1,1134,Ion Transport
"Cholinergic receptor, nicotinic, alpha 10",CHRNA10,57053,Ion Transport
"Cholinergic receptor, nicotinic, alpha 2 (neuronal)",CHRNA2,1135,Ion Transport
"Cholinergic receptor, nicotinic, alpha 3",CHRNA3,1136,Ion Transport
"Cholinergic receptor, nicotinic, alpha 4",CHRNA4,1137,Ion Transport
"Cholinergic receptor, nicotinic, alpha 5",CHRNA5,1138,Ion Transport
"Cholinergic receptor, nicotinic, alpha 6",CHRNA6,8973,Ion Transport
"Cholinergic receptor, nicotinic, alpha 7",CHRNA7,1139,Ion Transport
"Cholinergic receptor, nicotinic, alpha 9",CHRNA9,55584,Ion Transport
"Cholinergic receptor, nicotinic, beta 1 (muscle)",CHRNB1,1140,Ion Transport
"Cholinergic receptor, nicotinic, beta 2 (neuronal)",CHRNB2,1141,Ion Transport
"Cholinergic receptor, nicotinic, beta 3",CHRNB3,1142,Ion Transport
"Cholinergic receptor, nicotinic, beta 4",CHRNB4,1143,Ion Transport
"Cholinergic receptor, nicotinic, delta",CHRND,1144,Ion Transport
"Cholinergic receptor, nicotinic, epsilon",CHRNE,1145,Ion Transport
"Cholinergic receptor, nicotinic, gamma",CHRNG,1146,Ion Transport
chloride channel calcium activated 1,CLCA1,1179,Ion Transport
chloride channel calcium activated 2,CLCA2,9635,Ion Transport
chloride channel calcium activated 3,CLCA3,9629,Ion Transport
chloride channel calcium activated 4,CLCA4,22802,Ion Transport
chloride channel CLIC-like 1,CLCC1,23155,Ion Transport
chloride channel 1,CLCN1,1180,Ion Transport
chloride channel 2,CLCN2,1181,Ion Transport
chloride channel 3,CLCN3,1182,Ion Transport
chloride channel 4-2,CLCN4,1183,Ion Transport
chloride channel 5,CLCN5,1184,Ion Transport
chloride channel 6,CLCN6,1185,Ion Transport
chloride channel 7,CLCN7,1186,Ion Transport
Chloride channel Ka,CLCNKA,1187,Ion Transport
chloride channel Kb,CLCNKB,1188,Ion Transport
chloride intracellular channel 1,CLIC1,1192,Ion Transport
chloride intracellular channel 2,CLIC2,1193,Ion Transport
chloride intracellular channel 3,CLIC3,9022,Ion Transport
chloride intracellular channel 4 (mitochondrial),CLIC4,25932,Ion Transport
chloride intracellular channel 5,CLIC5,53405,Ion Transport
chloride intracellular channel 6,CLIC6,54102,Ion Transport
cyclic nucleotide gated channel alpha 1,CNGA1,1259,Ion Transport
Cyclic nucleotide gated channel alpha 2,CNGA2,1260,Ion Transport
cyclic nucleotide gated channel alpha 3,CNGA3,1261,Ion Transport
cyclic nucleotide gated channel alpha 4,CNGA4,1262,Ion Transport
cyclic nucleotide gated channel beta 1,CNGB1,1258,Ion Transport
cyclic nucleotide gated channel beta 3,CNGB3,54714,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, alpha 1",GABRA1,2554,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, alpha 2",GABRA2,2555,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",GABRA3,2556,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, alpha 4",GABRA4,2557,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, alpha 5",GABRA5,2558,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, alpha 6",GABRA6,2559,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, beta 1",GABRB1,2560,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, beta 2",GABRB2,2561,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, beta 3",GABRB3,2562,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, delta",GABRD,2563,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, epsilon",GABRE,2564,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, gamma 1",GABRG1,2565,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, gamma 2",GABRG2,2566,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, gamma 3",GABRG3,2567,Ion Transport
"Gamma-aminobutyric acid (GABA) A receptor, pi",GABRP,2568,Ion Transport
"Gamma-aminobutyric acid (GABA) receptor, theta",GABRQ,55879,Ion Transport
"Gamma-aminobutyric acid (GABA) receptor, rho 1",GABRR1,2569,Ion Transport
"Gamma-aminobutyric acid (GABA) receptor, rho 2",GABRR2,2570,Ion Transport
"Gamma-aminobutyric acid (GABA) receptor, rho 3",GABRR3,200959,Ion Transport
"Glycine receptor, alpha 1 (startle disease/hyperekplexia)",GLRA1,2741,Ion Transport
"Glycine receptor, alpha 2",GLRA2,2742,Ion Transport
"Glycine receptor, alpha 3",GLRA3,8001,Ion Transport
"Glycine receptor, alpha 4",GLRA4,441509,Ion Transport
"Glycine receptor, beta",GLRB,2743,Ion Transport
"Glutamate receptor, ionotropic, AMPA 1",GRIA1,2890,Ion Transport
"Glutamate receptor, ionotropic, AMPA 2",GRIA2,2891,Ion Transport
"Glutamate receptor, ionotrophic, AMPA 3",GRIA3,2892,Ion Transport
"Glutamate receptor, ionotrophic, AMPA 4",GRIA4,2893,Ion Transport
"Glutamate receptor, ionotropic, delta 1",GRID1,2894,Ion Transport
"Glutamate receptor, ionotropic, delta 2",GRID2,2895,Ion Transport
"Glutamate receptor, ionotropic, kainate 1",GRIK1,2897,Ion Transport
"Glutamate receptor, ionotropic, kainate 2",GRIK2,2898,Ion Transport
"Glutamate receptor, ionotropic, kainate 3",GRIK3,2899,Ion Transport
"Glutamate receptor, ionotropic, kainate 4",GRIK4,2900,Ion Transport
"Glutamate receptor, ionotropic, kainate 5",GRIK5,2901,Ion Transport
"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",GRIN1,2902,Ion Transport
"Glutamate receptor, ionotropic, N-methyl D-aspartate 2A",GRIN2A,2903,Ion Transport
"Glutamate receptor, ionotropic, N-methyl D-aspartate 2B",GRIN2B,2904,Ion Transport
"Glutamate receptor, ionotropic, N-methyl D-aspartate 2C",GRIN2C,2905,Ion Transport
"Glutamate receptor, ionotropic, N-methyl D-aspartate 2D",GRIN2D,2906,Ion Transport
"Glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",GRIN3A,116443,Ion Transport
"Glutamate receptor, ionotropic, N-methyl-D-aspartate 3B",GRIN3B,116444,Ion Transport
hyperpolarization activated cyclic nucleotide-gated potassium channel 1,HCN1,348980,Ion Transport
hyperpolarization activated cyclic nucleotide-gated potassium channel 2,HCN2,610,Ion Transport
hyperpolarization activated cyclic nucleotide-gated potassium channel 3,HCN3,57657,Ion Transport
hyperpolarization activated cyclic nucleotide-gated potassium channel 4,HCN4,10021,Ion Transport
5-hydroxytryptamine (serotonin) receptor 3A,HTR3A,3359,Ion Transport
5-hydroxytryptamine (serotonin) receptor 3B,HTR3B,9177,Ion Transport
"5-hydroxytryptamine (serotonin) receptor 3, family member C",HTR3C,170572,Ion Transport
5-hydroxytryptamine (serotonin) receptor 3 family member D,HTR3D,200909,Ion Transport
"5-hydroxytryptamine (serotonin) receptor 3, family member E",HTR3E,285242,Ion Transport
"Inositol 1,4,5-triphosphate receptor, type 1",ITPR1,3708,Ion Transport
"inositol 1,4,5-triphosphate receptor, type 2",ITPR2,3709,Ion Transport
"inositol 1,4,5-triphosphate receptor, type 3",ITPR3,3710,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 1",KCNA1,3736,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 10",KCNA10,3744,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 2",KCNA2,3737,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 3",KCNA3,3738,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 4",KCNA4,3739,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 5",KCNA5,3741,Ion Transport
"potassium voltage-gated channel, shaker-related, subfamily, member 6",KCNA6,3742,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, member 7",KCNA7,3743,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, beta member 1",KCNAB1,7881,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, beta member 2",KCNAB2,8514,Ion Transport
"potassium voltage-gated channel, shaker-related subfamily, beta member 3",KCNAB3,9196,Ion Transport
"potassium voltage gated channel, Shab-related subfamily, member 1",KCNB1,3745,Ion Transport
"potassium voltage gated channel, Shab-related subfamily, member 2",KCNB2,9312,Ion Transport
"potassium voltage gated channel, Shaw-related subfamily, member 1",KCNC1,3746,Ion Transport
"potassium voltage gated channel, Shaw-related subfamily, member 2",KCNC2,3747,Ion Transport
"potassium voltage gated channel, Shaw-related subfamily, member 3",KCNC3,3748,Ion Transport
"potassium voltage gated channel, Shaw-related subfamily, member 4",KCNC4,3749,Ion Transport
"potassium voltage-gated channel, Shal-related family, member 1",KCND1,3750,Ion Transport
"potassium voltage-gated channel, Shal-related family, member 2",KCND2,3751,Ion Transport
"potassium voltage-gated channel, Shal-related family, member 3",KCND3,3752,Ion Transport
"potassium voltage-gated channel, Isk-related subfamily, member 1",KCNE1,3753,Ion Transport
"potassium voltage-gated channel, Isk-related family, member 1-like",KCNE1L,23630,Ion Transport
"potassium voltage-gated channel, Isk-related subfamily, gene 2",KCNE2,9992,Ion Transport
"potassium voltage-gated channel, Isk-related subfamily, gene 3",KCNE3,10008,Ion Transport
"potassium voltage-gated channel, Isk-related subfamily, gene 4",KCNE4,23704,Ion Transport
"potassium voltage-gated channel, subfamily F, member 1",KCNF1,3754,Ion Transport
"potassium voltage-gated channel, subfamily G, member 1",KCNG1,3755,Ion Transport
"potassium voltage-gated channel, subfamily G, member 2",KCNG2,26251,Ion Transport
"potassium voltage-gated channel, subfamily G, member 3",KCNG3,170850,Ion Transport
"potassium voltage-gated channel, subfamily G, member 4",KCNG4,93107,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 1",KCNH1,3756,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 2",KCNH2,3757,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 3",KCNH3,23416,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 4",KCNH4,23415,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 5",KCNH5,27133,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 6",KCNH6,81033,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 7",KCNH7,90134,Ion Transport
"potassium voltage-gated channel, subfamily H (eag-related), member 8",KCNH8,131096,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 1",KCNJ1,3758,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 10",KCNJ10,3766,Ion Transport
"potassium inwardly rectifying channel, subfamily J, member 11",KCNJ11,3767,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 12",KCNJ12,3768,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 13",KCNJ13,3769,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 14",KCNJ14,3770,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 15",KCNJ15,3772,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 16",KCNJ16,3773,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 2",KCNJ2,3759,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 3",KCNJ3,3760,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 4",KCNJ4,3761,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 5",KCNJ5,3762,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 6",KCNJ6,3763,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 8",KCNJ8,3764,Ion Transport
"potassium inwardly-rectifying channel, subfamily J, member 9",KCNJ9,3765,Ion Transport
"potassium channel, subfamily K, member 1",KCNK1,3775,Ion Transport
"potassium channel, subfamily K, member 10",KCNK10,54207,Ion Transport
"potassium channel, subfamily K, member 12",KCNK12,56660,Ion Transport
"potassium channel, subfamily K, member 13",KCNK13,56659,Ion Transport
"potassium channel, subfamily K, member 15",KCNK15,60598,Ion Transport
"potassium channel, subfamily K, member 16",KCNK16,83795,Ion Transport
"potassium channel, subfamily K, member 17",KCNK17,89822,Ion Transport
"Potassium channel, subfamily K, member 18",KCNK18,338567,Ion Transport
"potassium channel, subfamily K, member 2",KCNK2,3776,Ion Transport
"potassium channel, subfamily K, member 3",KCNK3,3777,Ion Transport
"potassium channel, subfamily K, member 4",KCNK4,50801,Ion Transport
"potassium channel, subfamily K, member 5",KCNK5,8645,Ion Transport
"potassium inwardly-rectifying channel, subfamily K, member 6",KCNK6,9424,Ion Transport
"potassium channel, subfamily K, member 7",KCNK7,10089,Ion Transport
"potassium channel, subfamily K, member 9",KCNK9,51305,Ion Transport
"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",KCNMA1,3778,Ion Transport
"potassium large conductance calcium-activated channel, subfamily M, beta member 1",KCNMB1,3779,Ion Transport
"potassium large conductance calcium-activated channel, subfamily M, beta member 2",KCNMB2,10242,Ion Transport
"potassium large conductance calcium-activated channel, subfamily M beta member 3",KCNMB3,27094,Ion Transport
"potassium large conductance calcium-activated channel, subfamily M, beta member 4",KCNMB4,27345,Ion Transport
"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1",KCNN1,3780,Ion Transport
"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",KCNN2,3781,Ion Transport
"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3",KCNN3,3782,Ion Transport
"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4",KCNN4,3783,Ion Transport
"potassium voltage-gated channel, subfamily Q, member 1",KCNQ1,3784,Ion Transport
"potassium voltage-gated channel, subfamily Q, member 2",KCNQ2,3785,Ion Transport
"potassium voltage-gated channel, subfamily Q, member 3",KCNQ3,3786,Ion Transport
"potassium voltage-gated channel, subfamily Q, member 4",KCNQ4,9132,Ion Transport
"potassium voltage-gated channel, subfamily Q, member 5",KCNQ5,56479,Ion Transport
"K+ voltage-gated channel, subfamily S, 1",KCNS1,3787,Ion Transport
"K+ voltage-gated channel, subfamily S, 2",KCNS2,3788,Ion Transport
"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3",KCNS3,3790,Ion Transport
"potassium channel, subfamily T, member 1",KCNT1,57582,Ion Transport
"potassium channel, subfamily T, member 2",KCNT2,343450,Ion Transport
"potassium channel, subfamily U, member 1",KCNU1,157855,Ion Transport
"potassium channel, subfamily V, member 1",KCNV1,27012,Ion Transport
"potassium channel, subfamily V, member 2",KCNV2,169522,Ion Transport
potassium channel tetramerisation domain containing 1,KCTD1,284252,Ion Transport
potassium channel tetramerisation domain containing 10,KCTD10,83892,Ion Transport
potassium channel tetramerisation domain containing 11,KCTD11,147040,Ion Transport
potassium channel tetramerisation domain containing 12,KCTD12,115207,Ion Transport
potassium channel tetramerisation domain containing 13,KCTD13,253980,Ion Transport
potassium channel tetramerisation domain containing 14,KCTD14,65987,Ion Transport
potassium channel tetramerisation domain containing 15,KCTD15,79047,Ion Transport
potassium channel tetramerisation domain containing 16,KCTD16,57528,Ion Transport
potassium channel tetramerisation domain containing 17,KCTD17,79734,Ion Transport
potassium channel tetramerisation domain containing 18,KCTD18,130535,Ion Transport
potassium channel tetramerisation domain containing 19,KCTD19,146212,Ion Transport
potassium channel tetramerisation domain containing 2,KCTD2,23510,Ion Transport
potassium channel tetramerisation domain containing 20,KCTD20,222658,Ion Transport
potassium channel tetramerisation domain containing 21,KCTD21,283219,Ion Transport
potassium channel tetramerisation domain containing 3,KCTD3,51133,Ion Transport
potassium channel tetramerisation domain containing 4,KCTD4,386618,Ion Transport
potassium channel tetramerisation domain containing 5,KCTD5,54442,Ion Transport
potassium channel tetramerisation domain containing 6,KCTD6,200845,Ion Transport
potassium channel tetramerisation domain containing 7,KCTD7,154881,Ion Transport
potassium channel tetramerisation domain containing 8,KCTD8,386617,Ion Transport
potassium channel tetramerisation domain containing 9,KCTD9,54793,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 1",P2RX1,5023,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 2",P2RX2,22953,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 3",P2RX3,5024,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 4",P2RX4,5025,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 5",P2RX5,5026,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 6",P2RX6,9127,Ion Transport
"purinergic receptor P2X, ligand-gated ion channel, 7",P2RX7,5027,Ion Transport
"sodium channel, voltage-gated, type X, alpha",SCN10A,6336,Ion Transport
"sodium channel, voltage-gated, type XI, alpha",SCN11A,11280,Ion Transport
"sodium channel, voltage-gated, type I, alpha",SCN1A,6323,Ion Transport
"sodium channel, voltage-gated, type I, beta",SCN1B,6324,Ion Transport
